booking_date,booking_date_month,client_code,service_code,service_desc,staff,price,canceled_yes_no,,,,,,
2018-07-10,July,SCHP01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-10,July,BALO01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-10,July,NIDN01,CFC,Color full color,JOANNE,85,0,,,,,,
2018-07-10,July,CLAM01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-10,July,WARG01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-10,July,WEIA01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-10,July,ARRM01,SMO,Smoothing treatment,BECKY,300,0,,,,,,
2018-07-10,July,WELN01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-11,July,HOFJ01,SBD,Blowdry,TANYA,22.78,1,,,,,,
2018-07-11,July,MASA01,SHCC,Children (under 12),JJ,24,1,,,,,,
2018-07-11,July,MUNM01,SHCC,Children (under 12),JJ,32,0,,,,,,
2018-07-11,July,DUFM01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-11,July,MUNM01,SHCC,Children (under 12),KELLY,35,1,,,,,,
2018-07-11,July,MUNJ01,SHCC,Children (under 12),KELLY,35,0,,,,,,
2018-07-11,July,CLAJ01,SBD,Blowdry,TANYA,35,0,,,,,,
2018-07-11,July,WONM02,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-11,July,COLG01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-11,July,WICJ01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-11,July,COLG01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-11,July,JACA01,CFC,Color full color,JOANNE,77.06,1,,,,,,
2018-07-11,July,JACA01,CFC,Color full color,JOANNE,77.06,1,,,,,,
2018-07-11,July,KEAJ01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-11,July,JACA01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-11,July,JACA01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-11,July,JACA01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-11,July,JACA01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-11,July,KIMS01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-11,July,MCGA01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-11,July,JARM01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-11,July,NICM01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-11,July,PRIL01,CHLPL,Highlights partial,JOANNE,160,0,,,,,,
2018-07-12,July,JACA01,CON,Consultation,JJ,0,0,,,,,,
2018-07-12,July,WRIM01,SBD,Blowdry,TANYA,15,0,,,,,,
2018-07-12,July,SITB01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-12,July,MOOJ01,SBD,Blowdry,KELLY,35,0,,,,,,
2018-07-12,July,DUBO01,CFC,Color full color,TANYA,35,0,,,,,,
2018-07-12,July,RIJR01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-12,July,CARK01,SBD,Blowdry,KELLY,45.64,1,,,,,,
2018-07-12,July,FLAD01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-12,July,DOWR01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-12,July,SITB01,CFC,Color full color,KELLY,50,0,,,,,,
2018-07-12,July,BROF01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-07-12,July,SPEC01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-07-12,July,ZIMJ01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-12,July,HENA01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-12,July,WAIS01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-12,July,HENA01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-12,July,GOUE01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-12,July,POLB01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-12,July,BUSC01,CAL,accent lights,JOANNE,80,0,,,,,,
2018-07-12,July,JACA01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-12,July,STEC01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-12,July,JARS01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-12,July,MAEJ01,CFC,Color full color,JOANNE,85,0,,,,,,
2018-07-12,July,SINM01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-12,July,JACA01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-12,July,MAEJ01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-12,July,TAYD01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-12,July,BUSC01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-12,July,BROF01,CALC,Accent lights and color,JOANNE,140,0,,,,,,
2018-07-12,July,LIMJ01,SHCM,Men's hair cut,BECKY,41.15,1,,,,,,
2018-07-13,July,INFB01,CON,Consultation,KELLY,5,1,,,,,,
2018-07-13,July,CAND01,CCAMO,Men's camo color,JJ,32.08,1,,,,,,
2018-07-13,July,SHMS01,SHCM,Men's hair cut,KELLY,38.8,1,,,,,,
2018-07-13,July,POOD01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-13,July,SIRM01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-13,July,SKUD01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-13,July,WOOD02,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-13,July,LYK01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-13,July,FREK01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-07-13,July,CAND01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-13,July,BARW01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-13,July,CARB01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-13,July,BOWM01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-13,July,KIMY01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-13,July,SARK01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-13,July,SCHC01,CALC,Accent lights and color,JOANNE,127,1,,,,,,
2018-07-13,July,ROZM01,CHLPL,Highlights partial,JOANNE,140,0,,,,,,
2018-07-13,July,SARK01,CALC,Accent lights and color,JOANNE,140,0,,,,,,
2018-07-13,July,LAMD01,CBAL,Balayage,JOANNE,192.5,1,,,,,,
2018-07-13,July,DUFD01,CON,Consultation,JJ,0,1,,,,,,
2018-07-14,July,LAMD01,CON,Consultation,JOANNE,0,1,,,,,,
2018-07-14,July,LAIA01,SBD,Blowdry,TANYA,15,0,,,,,,
2018-07-14,July,MUIK01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-14,July,MOHM01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-14,July,CECA01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-14,July,HUTP01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-14,July,SMAN01,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-07-14,July,DALR01,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-07-14,July,HELJ01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-14,July,SHAA01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-14,July,BROS01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-14,July,BINP01,SHCW,Women's hair cut,JJ,51,0,,,,,,
2018-07-14,July,ARBA01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-14,July,YAGL01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-14,July,FLAS01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-14,July,CULT01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-14,July,TOPS01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-14,July,COWL01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-14,July,TOBJ01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-14,July,FLAS01,CFC,Color full color,JOANNE,85,0,,,,,,
2018-07-14,July,PET*01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-14,July,COWL01,CHLPL,Highlights partial,JOANNE,160,0,,,,,,
2018-07-14,July,TOPS01,CBAL,Balayage,JOANNE,192.5,1,,,,,,
2018-07-14,July,LAMD01,CBAL,Balayage,JOANNE,200,0,,,,,,
2018-07-15,July,BARJ01,SHCM,Men's hair cut,BECKY,30,0,,,,,,
2018-07-15,July,NIKK01,SBD,Blowdry,JJ,32,0,,,,,,
2018-07-15,July,WOOD02,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-15,July,HAMD01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-15,July,YATT01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-15,July,WONM02,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-15,July,CONK01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-07-15,July,BROT01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-17,July,KWOR01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-17,July,TIML01,SBD,Blowdry,TANYA,35,0,,,,,,
2018-07-17,July,GROR01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-17,July,GUYD01,CCAMO,Men's camo color,BECKY,45,0,,,,,,
2018-07-17,July,BROS01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-17,July,THOD01,SHCM,Men's hair cut,JJ,49.48,1,,,,,,
2018-07-17,July,PAE01,SMARTBOND,Smart Bond,KELLY,50,0,,,,,,
2018-07-17,July,GUYD01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-17,July,HILJ01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-17,July,KUKK01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-17,July,RIHM01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-17,July,HILJ01,CMT,Color mini touch up,JOANNE,50,0,,,,,,
2018-07-17,July,PARJ01,SHCM,Men's hair cut,KELLY,55,0,,,,,,
2018-07-17,July,JURS01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-07-17,July,LEEP01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-17,July,HENB01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-17,July,THOW02,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-17,July,PIPJ01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-17,July,NIDN01,CTU,Color touch up,JOANNE,66.52,1,,,,,,
2018-07-17,July,HEIM01,SHCW,Women's hair cut,BECKY,67.84,1,,,,,,
2018-07-17,July,YANC01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-17,July,PAE01,SHCW,Women's hair cut,KELLY,75,0,,,,,,
2018-07-17,July,BOSJ01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-17,July,JOHJ01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-17,July,SARM01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-17,July,HYLK01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-17,July,SARM01,CFC,Color full color,JOANNE,85,0,,,,,,
2018-07-17,July,STEL01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-17,July,PAE01,CHLHHC,Highlights half head and color,KELLY,110,0,,,,,,
2018-07-17,July,STUM01,CALC,Accent lights and color,JOANNE,125,0,,,,,,
2018-07-17,July,KUCM02,CALC,Accent lights and color,JOANNE,127,1,,,,,,
2018-07-17,July,TRAS01,CHLPHC,Partial highlights and color,JOANNE,150,0,,,,,,
2018-07-18,July,STAT01,SBD,Blowdry,TANYA,15,0,,,,,,
2018-07-18,July,KEIS01,SBD,Blowdry,TANYA,22.78,1,,,,,,
2018-07-18,July,BORJ01,SHCM,Men's hair cut,JJ,49.48,1,,,,,,
2018-07-18,July,LEVL01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-18,July,ELSM01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-18,July,SLUS01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-18,July,POTR01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-18,July,BEZK01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-18,July,VARE01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-18,July,MANL01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-18,July,PHIJ01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-18,July,BOES01,CAL,accent lights,JOANNE,110,0,,,,,,
2018-07-19,July,WOOJ02,SHCM,Men's hair cut,BECKY,30,0,,,,,,
2018-07-19,July,TN01,CTU,Color touch up,TANYA,38.33,1,,,,,,
2018-07-19,July,SKUD01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-19,July,LIMB01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-19,July,BROS01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-19,July,COLG01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-19,July,COHH01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-19,July,LIAA01,FRI,Fringe cut,JJ,56.05,1,,,,,,
2018-07-19,July,SIDA01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-07-19,July,CHAE01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-07-19,July,HERD01,SHCW,Women's hair cut,KELLY,60,0,,,,,,
2018-07-19,July,STEM02,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-19,July,KEIS01,SHCW,Women's hair cut,BECKY,67.84,1,,,,,,
2018-07-19,July,WIL*01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-19,July,NICL01,SHCW,Women's hair cut,JJ,73.6,0,,,,,,
2018-07-19,July,KEIS01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-19,July,HEIM01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-19,July,BEAA02,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-19,July,JASA01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-19,July,SINJ01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-19,July,WIL*01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-19,July,HOLL01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-19,July,ESKR01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-19,July,NICL01,CHLPL,Highlights partial,JOANNE,150,0,,,,,,
2018-07-19,July,OZDC02,CDPB,double process blonde,JOANNE,150,1,,,,,,
2018-07-20,July,RUBH02,SBD,Blowdry,TANYA,25,0,,,,,,
2018-07-20,July,RUBH02,CTU,Color touch up,TANYA,25,0,,,,,,
2018-07-20,July,DIRK01,CT,Color toner,KELLY,30,0,,,,,,
2018-07-20,July,MOOE01,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-07-20,July,SIRM01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-20,July,KLEA01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-20,July,POUG01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-20,July,STEB01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-20,July,LIND01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-20,July,POLB01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-20,July,LIND01,CMT,Color mini touch up,JOANNE,50,0,,,,,,
2018-07-20,July,PENM01,CMT,Color mini touch up,JOANNE,50,0,,,,,,
2018-07-20,July,CRIV01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-20,July,PENM01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-20,July,FAIL01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-20,July,TOMA01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-20,July,DIRK01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-20,July,MAXI01,SHCM,Men's hair cut,KELLY,55,0,,,,,,
2018-07-20,July,ROBT01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-07-20,July,RUTR01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-20,July,SKUD01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-20,July,SENM01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-20,July,MARK01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-20,July,MCGD01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-20,July,HUDM01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-20,July,CRIV01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-20,July,KOOM01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-20,July,THOW01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-20,July,MOOH01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-20,July,LYL01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-20,July,DIRK01,CHLHHC,Highlights half head and color,KELLY,120,0,,,,,,
2018-07-20,July,ROBT01,CALC,Accent lights and color,JOANNE,125,0,,,,,,
2018-07-20,July,MURS02,CHLPL,Highlights partial,JOANNE,140,0,,,,,,
2018-07-20,July,SCHC01,CHLPL,Highlights partial,JOANNE,140,0,,,,,,
2018-07-21,July,LEIG01,CON,Consultation,KELLY,0,0,,,,,,
2018-07-21,July,RUGN01,SBD,Blowdry,TANYA,15,0,,,,,,
2018-07-21,July,LELS01,SBD,Blowdry,KELLY,35,0,,,,,,
2018-07-21,July,WONM02,SBD,Blowdry,JJ,44.55,1,,,,,,
2018-07-21,July,RUGN01,CTU,Color touch up,TANYA,45,0,,,,,,
2018-07-21,July,?A01,SBD,Blowdry,KELLY,45.64,1,,,,,,
2018-07-21,July,DES01,SBD,Blowdry,KELLY,45.64,1,,,,,,
2018-07-21,July,APTM01,SHCM,Men's hair cut,JJ,49.48,1,,,,,,
2018-07-21,July,WONM02,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-21,July,MCGA03,SHCM,Men's hair cut,KELLY,55,0,,,,,,
2018-07-21,July,?A01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-07-21,July,MARG01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-21,July,SARA01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-21,July,ROST01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-21,July,HYSA01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-21,July,ALLM01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-21,July,SCHC01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-21,July,LEIG01,CHLHH,Highlights half head,KELLY,120,0,,,,,,
2018-07-21,July,DES01,CALC,Accent lights and color,JOANNE,127,1,,,,,,
2018-07-24,July,BISS01,CON,Consultation,BECKY,0,0,,,,,,
2018-07-24,July,ABL*01,SHCM,Men's hair cut,BECKY,30,0,,,,,,
2018-07-24,July,ND01,SHCM,Men's hair cut,BECKY,30,0,,,,,,
2018-07-24,July,TRUA02,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-24,July,DAS*01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-24,July,CARK01,SBD,Blowdry,KELLY,35,0,,,,,,
2018-07-24,July,TRUA01,SHCM,Men's hair cut,KELLY,38.8,1,,,,,,
2018-07-24,July,TRUA01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-24,July,BLAR01,SHCM,Men's hair cut,BECKY,41.15,1,,,,,,
2018-07-24,July,KUKK01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-24,July,LEEJ02,SHCM,Men's hair cut,JJ,49.48,1,,,,,,
2018-07-24,July,MELE01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-24,July,BROS02,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-24,July,KUKK01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-24,July,BORJ01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-24,July,GIEC01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-24,July,DACJ01,SHCW,Women's hair cut,BECKY,67.84,1,,,,,,
2018-07-24,July,CLAM01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-24,July,DAWP01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-24,July,KUKH01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-24,July,AGOE01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-24,July,LEES01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-24,July,HUDM01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-24,July,MACA01,SHCW,Women's hair cut,JJ,92,0,,,,,,
2018-07-24,July,CLAJ01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-24,July,KUKK01,CALC,Accent lights and color,JOANNE,127,1,,,,,,
2018-07-24,July,MACA01,CALC,Accent lights and color,JOANNE,130,0,,,,,,
2018-07-24,July,HENK01,CHLPL,Highlights partial,JOANNE,147.73,1,,,,,,
2018-07-24,July,KUKH01,CHLPL,Highlights partial,JOANNE,160,0,,,,,,
2018-07-24,July,NOTA01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-25,July,WOOJ01,CON,Consultation,JJ,0,0,,,,,,
2018-07-25,July,WOOJ01,CON,Consultation,JOANNE,0,0,,,,,,
2018-07-25,July,GA01,SBD,Blowdry,TANYA,15,0,,,,,,
2018-07-25,July,ATLB01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-25,July,DOWR01,SBD,Blowdry,TANYA,35,0,,,,,,
2018-07-25,July,GA01,CTU,Color touch up,TANYA,45,0,,,,,,
2018-07-25,July,KUKK01,SBD,Blowdry,KELLY,45.64,1,,,,,,
2018-07-25,July,RADP01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-25,July,KRAS01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-25,July,LAIA01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-07-25,July,MOOJ01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-07-25,July,MCLI01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-25,July,RUTA01,CTU,Color touch up,JOANNE,60,0,,,,,,
2018-07-25,July,NEEL01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-25,July,BENC01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-25,July,GARJ02,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-25,July,RUTA01,SHCW,Women's hair cut,JJ,92,0,,,,,,
2018-07-25,July,NEEL01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-25,July,GAGC01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-25,July,KUKK01,CALC,Accent lights and color,JOANNE,127,1,,,,,,
2018-07-26,July,CAYK01,TRE 1,Treatments 1,TANYA,20,0,,,,,,
2018-07-26,July,SCHJ02,SHCM,Men's hair cut,JJ,20,0,,,,,,
2018-07-26,July,TASR01,SMARTBOND,Smart Bond,JOANNE,25,0,,,,,,
2018-07-26,July,MACT02,SHCC,Children (under 12),JJ,32,0,,,,,,
2018-07-26,July,WEEJ01,SBD,Blowdry,JJ,32,0,,,,,,
2018-07-26,July,MILJ01,SBD,Blowdry,JJ,32,0,,,,,,
2018-07-26,July,MACR01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-26,July,SMIL01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-26,July,SPEK01,CTU,Color touch up,JJ,40,1,,,,,,
2018-07-26,July,ATMM01,SBD,Blowdry,JJ,44.55,1,,,,,,
2018-07-26,July,KUKK01,SBD,Blowdry,KELLY,45.64,1,,,,,,
2018-07-26,July,BRAN01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-26,July,MAKM01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-26,July,JONC01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-26,July,SIRM01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-26,July,HILJ01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-26,July,COLG01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-26,July,VERD01,SHCM,Men's hair cut,KELLY,55,0,,,,,,
2018-07-26,July,GOOA02,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-07-26,July,LYNG01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-26,July,THOD01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-26,July,CAYK01,SHCW,Women's hair cut,KELLY,75,0,,,,,,
2018-07-26,July,SMIC01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-26,July,SKUT01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-26,July,SCOL01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-26,July,CAYK01,CFC,Color full color,JOANNE,85,0,,,,,,
2018-07-26,July,GOOA02,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-26,July,KUKK01,CALC,Accent lights and color,JOANNE,127,1,,,,,,
2018-07-26,July,TASR01,CCO,Color correction,JOANNE,205,0,,,,,,
2018-07-26,July,MOOJ01,CHLHH,Highlights half head,KELLY,125,1,,,,,,
2018-07-27,July,ZIMJ01,CON,Consultation,JJ,0,0,,,,,,
2018-07-27,July,MEYN01,TRE 1,Treatments 1,JOANNE,16.25,1,,,,,,
2018-07-27,July,JAMM01,SHCM,Men's hair cut,BECKY,30,0,,,,,,
2018-07-27,July,JONE01,SBD,Blowdry,KELLY,35,0,,,,,,
2018-07-27,July,KENJ01,SBD,Blowdry,KELLY,35,0,,,,,,
2018-07-27,July,JONE01,SMARTBOND,Smart Bond,KELLY,37.81,1,,,,,,
2018-07-27,July,JONE01,CT,Color toner,KELLY,45,0,,,,,,
2018-07-27,July,SCHJ01,CCAMO,Men's camo color,JJ,45,0,,,,,,
2018-07-27,July,BROS01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-27,July,MEYN01,SBD,Blowdry,KELLY,45.64,1,,,,,,
2018-07-27,July,JONE01,TRE 1,Treatments 1,KELLY,50,0,,,,,,
2018-07-27,July,MERM01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-27,July,STEL02,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-27,July,SKUD01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-27,July,WOOD02,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-27,July,THIA01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-27,July,LOSC01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-07-27,July,PN01,SHCM,Men's hair cut,KELLY,55,0,,,,,,
2018-07-27,July,DUFD01,SHCM,Men's hair cut,JJ,60,0,,,,,,
